job_title,company,url,experience,salary,location,skills,Role,,job_id
SOFTWARE DEVELOPER,Win World Technosoft,https://www.naukri.com/job-listings-software-developer-win-world-technosoft-pune-1-to-2-years-300719500053,1-2 Yrs,Not disclosed,['Pune'],"['linq', 'xhtml', 'json', 'dhtml', 'rdbms', 'jquery', 'software development', 'html']",software-developer,,84
Canonical OpenStack Software Developer,Accolite Software India Pvt Ltd,https://www.naukri.com/job-listings-canonical-openstack-software-developer-accolite-software-india-pvt-ltd-pune-gurgaon-gurugram-2-to-10-years-281122505529,2-10 Yrs,Not disclosed,"['Pune', 'Gurgaon/Gurugram']","['cloud computing', 'python', 'configuration', 'development', 'cloud', 'interpersonal skill', 'virtualization', 'scheduling']",software-developer,,85
Software Developer,EXFO,https://www.naukri.com/job-listings-software-developer-exfo-electro-optical-engineering-india-pvt-ltd-pune-2-to-3-years-171222500585,2-3 Yrs,Not disclosed,['Pune'],"['data', 'coding', 'assurance', 'debugging', 'software development', 'software', 'data structures', 'front']",software-developer,,86
Software Developer - Kalypso,Rockwell Automation,https://www.naukri.com/job-listings-software-developer-kalypso-rockwell-automation-pune-1-to-4-years-170522501050,1-4 Yrs,Not disclosed,['Pune'],"['sql', 'javascript', 'eclipse', 'xml', 'hibernate', 'automation', 'debugging', 'software development']",software-developer,,87
Software Developer,Siemens,https://www.naukri.com/job-listings-software-developer-siemens-limited-pune-2-to-5-years-131022500568,2-5 Yrs,Not disclosed,['Pune'],"['sql', 'management', 'wpf', 'analytical skills', 'analytical', 'software development', 'technology management', 'html']",software-developer,,88
Software Developer,Baker Hughes,https://www.naukri.com/job-listings-software-developer-baker-hughes-the-network-mumbai-pune-2-to-6-years-100522500172,2-6 Yrs,Not disclosed,"['Mumbai', 'Pune']","['development life cycle', 'continuous integration', 'data structures', 'development', 'software testing', 'front end', 'life cycle', 'front']",software-developer,,89
Software Developer,EXFO,https://www.naukri.com/job-listings-software-developer-exfo-electro-optical-engineering-india-pvt-ltd-pune-3-to-7-years-081222502901,3-7 Yrs,Not disclosed,['Pune'],"['management', 'team management', 'sip', 'software development', 'computer', 'french', 'assurance', 'analytics']",software-developer,,90
Software Developer,Deutsche Bank,https://www.naukri.com/job-listings-software-developer-deutsche-bank-pune-2-to-5-years-080721500814,2-5 Yrs,Not disclosed,['Pune'],"['sql', 'production support', 'data', 'core', 'multithreading', 'coding', 'application development', 'hibernate']",software-developer,,91
Canonical OpenStack Software Developer,Accolite Software India Pvt Ltd,https://www.naukri.com/job-listings-canonical-openstack-software-developer-accolite-software-india-pvt-ltd-pune-gurgaon-gurugram-3-to-6-years-060722500255,3-6 Yrs,Not disclosed,"['Pune', 'Gurgaon/Gurugram']","['cloud computing', 'python', 'configuration', 'development', 'cloud', 'interpersonal skill', 'virtualization', 'scheduling']",software-developer,,92
Software Engineer/ .Net Developer,Laxmi Infotech,https://www.naukri.com/job-listings-software-engineer-net-developer-laxmi-infotech-hyderabad-secunderabad-pune-bangalore-bengaluru-0-to-5-years-220123000960,0-5 Yrs,"3,00,000 - 8,00,000 PA.","['Hyderabad/Secunderabad', 'Pune', 'Bangalore/Bengaluru']","['Java', 'fresher', '.net', 'PHP', 'software engineer', 'software', 'software engineering', 'c++']",software-developer,,93
Software Developer,Laxmi Infotech,https://www.naukri.com/job-listings-software-developer-laxmi-infotech-chennai-delhi-ncr-mumbai-all-areas-0-to-5-years-180123004257,0-5 Yrs,"3,50,000 - 8,00,000 PA.","['Chennai', 'Delhi / NCR', 'Mumbai (All Areas)']","['Application Programming', 'java fresher', 'Testing Tools', 'Software Engineering', 'ASP.Net', 'sql database', '.net', 'html']",software-developer,,94
Software Developer : Btech / MCA / MTech / BSc Freshers & Experienced,Canvas Facilities,https://www.naukri.com/job-listings-software-developer-btech-mca-mtech-bsc-freshers-experienced-canvas-facilities-kolkata-chandigarh-ahmedabad-0-to-5-years-160123006504,0-5 Yrs,"3,00,000 - 6,00,000 PA.","['Hybrid - Kolkata', 'Chandigarh', 'Ahmedabad']","['software', 'Front End Development', 'software development', 'freshers', 'IT', 'jquery', 'javas', 'java']",software-developer,,95
"Software Developer, Cloud Support",Laxmi Infotech,https://www.naukri.com/job-listings-software-developer-cloud-support-laxmi-infotech-hyderabad-secunderabad-pune-bangalore-bengaluru-0-to-5-years-110223003574,0-5 Yrs,"3,50,000 - 8,50,000 PA.","['Hyderabad/Secunderabad', 'Pune', 'Bangalore/Bengaluru']","['Java', 'Azure', 'Software Development', 'QA Testing', 'Cloud Computing', '.net', 'html', 'c']",software-developer,,96
C# Senior Software Developer,Siemens,https://www.naukri.com/job-listings-c-senior-software-developer-siemens-limited-bangalore-bengaluru-0-to-5-years-261122500241,0-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['c#', 'wpf', 'ooad', 'microsoft windows', 'winforms', 'architecture', 'senior', 'consulting']",software-developer,,97
Software Developer (Laravel) (Work From Home),Unique World Placement,https://www.naukri.com/job-listings-software-developer-laravel-work-from-home-unique-world-placement-ahmedabad-0-to-5-years-201222011896,0-5 Yrs,"1,75,000 - 3,00,000 PA.",['Permanent Remote'],"['Laravel', 'software development', 'software', 'development']",software-developer,,98
Senior Software Developer,Secure Meters Ltd.,https://www.naukri.com/job-listings-senior-software-developer-secure-meters-ltd-udaipur-0-to-12-years-121222502909,0-12 Yrs,Not disclosed,['Udaipur'],"['c', 'computer', 'issue', 'asp.net mvc', 'cvs', 'jira', 'asp.net', 'computer application']",software-developer,,99
Junior Software Developer @ Noida ( Fresher ),Fincart Finvest,https://www.naukri.com/job-listings-junior-software-developer-noida-fresher-fincart-finvest-noida-0-to-5-years-270123009774,0-5 Yrs,"3,00,000 - 6,50,000 PA.",['Noida'],"['Java', 'C++', 'Full Stack', 'HTML', 'DBMS', 'software development', 'sql', 'reporting']",software-developer,,100
Junior Software Developer - Jan - 2023 (fresher),ConQsys,https://www.naukri.com/job-listings-junior-software-developer-jan-2023-fresher-conqsys-noida-greater-noida-delhi-ncr-0-to-1-years-190922011277,0-1 Yrs,"1,75,000 - 2,50,000 PA.","['Noida', 'Greater Noida', 'Delhi / NCR']","['Bca', 'MCA', 'B.Tech', 'react native', 'react.js', 'oops', 'native', 'io']",software-developer,,101
"Software Developer C++, tool development, UDS, MFC",Faurecia,https://www.naukri.com/job-listings-software-developer-c-tool-development-uds-mfc-faurecia-pune-3-to-8-years-301222003830,3-8 Yrs,Not disclosed,['Pune'],"['C++', 'UDS', 'VC++', 'software', 'tool development', 'tools', 'programming', 'software development']",software-developer,,102
SOFTWARE DEVELOPER/ENGINEER[UI/UX DEVELOPER],Myospaz Software Technologies,https://www.naukri.com/job-listings-software-developer-engineer-ui-ux-developer-myospaz-software-technologies-pune-0-to-3-years-300421500605,0-3 Yrs,Not disclosed,['Pune'],"['sql', 'ui/ux', 'engineering', 'bootstrap', 'oops', 'vb', 'asp.net', 'jquery']",software-developer,,103
SOFTWARE DEVELOPER/ENGINEER[PHP],Myospaz Software Technologies,https://www.naukri.com/job-listings-software-developer-engineer-php-myospaz-software-technologies-pune-0-to-3-years-300421500604,0-3 Yrs,Not disclosed,['Pune'],"['php', 'sql', 'engineering', 'bootstrap', 'oops', 'vb', 'asp.net', 'jquery']",software-developer,,104
SOFTWARE DEVELOPER/ENGINEER[ANDROID],Myospaz Software Technologies,https://www.naukri.com/job-listings-software-developer-engineer-android-myospaz-software-technologies-pune-0-to-3-years-300421500603,0-3 Yrs,Not disclosed,['Pune'],"['sql', 'engineering', 'bootstrap', 'oops', 'vb', 'asp.net', 'jquery', 'software development']",software-developer,,105
Software Developer,Alicon,https://www.naukri.com/job-listings-software-developer-alicon-kolkata-chennai-bangalore-bengaluru-0-to-5-years-140223013328,0-5 Yrs,"5,00,000 - 15,00,000 PA.","['Temp. WFH - Kolkata', 'Chennai', 'Bangalore/Bengaluru']","['Software Testing', 'Software Developer', 'Software Engineering', 'Software Installation', 'Software', 'it infrastructure', 'sql', 'operating systems']",software-developer,,106
"Software Developer (Asp.net, MVC), Freshers",Pcc Softech,https://www.naukri.com/job-listings-software-developer-asp-net-mvc-freshers-pcc-softech-delhi-ncr-0-to-4-years-070223004926,0-4 Yrs,"4,00,000 - 8,00,000 PA.",['Temp. WFH - Delhi / NCR'],"['Software Development', 'Web Technologies', '.net', 'SQL Server', 'ASP.Net MVC', 'programming', 'engineering', 'serv']",software-developer,,107
Embedded Software Developer,Suryalogix,https://www.naukri.com/job-listings-embedded-software-developer-suryalogix-pvt-ltd-pune-0-to-2-years-170223004745,0-2 Yrs,"3,00,000 - 4,00,000 PA.",['Pune'],"['software development', 'embedded systems', 'embedded software', 'embedded c', 'embedded software development', 'c', 'python', 'software']",software-developer,,108
Software Developer : Btech / MCA / MTech / BSc Freshers & Experienced,Canvas Facilities,https://www.naukri.com/job-listings-software-developer-btech-mca-mtech-bsc-freshers-experienced-canvas-facilities-hyderabad-secunderabad-bangalore-bengaluru-delhi-ncr-0-to-5-years-140123004829,0-5 Yrs,"3,00,000 - 6,00,000 PA.","['Hybrid - Hyderabad/Secunderabad', 'Bangalore/Bengaluru', 'Delhi / NCR']","['software', 'Front End Development', 'software development', 'freshers', 'IT', '.net', 'android', 'html']",software-developer,,109
Software Developer : Btech / MCA / MTech / BSc  Freshers only,Milestone Online Technology,https://www.naukri.com/job-listings-software-developer-btech-mca-mtech-bsc-freshers-only-milestone-online-technology-meerut-moradabad-muzaffarnagar-0-to-1-years-130223001276,0-1 Yrs,"1,75,000 - 2,50,000 PA.","['Hybrid - Meerut', 'Moradabad', 'Muzaffarnagar']","['software development', '.net', 'android', 'mobile development', 'php', 'angularjs', 'web development', 'technical analysis']",software-developer,,110
Software Developer : Btech / MCA / MTech / BSc  Freshers only,Milestone Online Technology,https://www.naukri.com/job-listings-software-developer-btech-mca-mtech-bsc-freshers-only-milestone-online-technology-noida-gurgaon-gurugram-delhi-ncr-0-to-1-years-130223001260,0-1 Yrs,"1,75,000 - 2,50,000 PA.","['Hybrid - Noida', 'Gurgaon/Gurugram', 'Delhi / NCR']","['software development', 'mobile development', 'android', 'coding', 'j2ee', 'web development', '.net', 'software']",software-developer,,111
Software Developer,Supra Controls,https://www.naukri.com/job-listings-software-developer-supra-controls-private-limited-chennai-0-to-1-years-070223010575,0-1 Yrs,"2,00,000 - 3,00,000 PA.",['Chennai'],"['c#', 'Vb.Net', '.net', 'software', 'software development', 'vb', 'development']",software-developer,,112
Software Development Or Sr Software Developer,T & A Solutions,https://www.naukri.com/job-listings-software-development-or-sr-software-developer-t-a-solutions-pune-3-to-5-years-200818500538,3-5 Yrs,Not disclosed,['Pune'],"['wcf', 'sql', 'application', 'optimization', 'query optimization', 'software development', 'technical documentation', 'javascript']",software-developer,,113
software developer- C,Tieto,https://www.naukri.com/job-listings-software-developer-c-tieto-software-technologies-pvt-ltd-pune-1-to-6-years-170622501362,1-6 Yrs,Not disclosed,['Pune'],"['c', 'sql', 'c++', 'product quality', 'programming', 'sdk', 'multithreading', 'it skills']",software-developer,,114
Software Developer,Cyient,https://www.naukri.com/job-listings-software-developer-cyient-limited-pune-3-to-6-years-170123502013,3-6 Yrs,Not disclosed,['Pune'],"['sql', 'python', 'oracle', 'healthcare', 'rdbms', 'informatica', 'software development', 'software']",software-developer,,115
Software Developer - ADAS/AD,Cyient,https://www.naukri.com/job-listings-software-developer-adas-ad-cyient-limited-visakhapatnam-vizag-warangal-hyderabad-secunderabad-kakinada-chennai-coimbatore-noida-mumbai-new-delhi-pune-mysore-mysuru-ahmedabad-gurgaon-gurugram-bangalore-bengaluru-6-to-8-years-140922501196,6-8 Yrs,Not disclosed,"['Visakhapatnam', 'Warangal', 'Hyderabad/Secunderabad', 'Kakinada', 'Chennai', 'Coimbatore', 'Noida', 'Mumbai', 'New Delhi', 'Pune', 'Mysore/Mysuru', 'Ahmedabad', 'Gurgaon/Gurugram', 'Bangalore/Bengaluru']","['c', 'embedded systems', 'matlab', 'python', 'linux', 'advertising', 'software', 'software development']",software-developer,,116
Software Developer C,Tieto,https://www.naukri.com/job-listings-software-developer-c-tieto-software-technologies-pvt-ltd-pune-1-to-8-years-070722500057,1-8 Yrs,Not disclosed,['Pune'],"['c', 'application programming', 'c++', 'socket programming', 'programming', 'sdk', 'sockets', 'multithreading']",software-developer,,117
Fresher Software Developers For Mumbai,Solsynch Technologies,https://www.naukri.com/job-listings-fresher-software-developers-for-mumbai-solsynch-technologies-mumbai-suburban-mumbai-all-areas-0-to-2-years-270622014346,0-2 Yrs,Not disclosed,"['Mumbai Suburban', 'Mumbai (All Areas)']","['C#', 'Application Development', '.NET Framework', 'software development', 'server', 'web technologies', 'framework', 'software']",software-developer,,118
Software Developers and Business Development Executive Software Co Lko,Globe Consultants  Engineers  (since 1992),https://www.naukri.com/job-listings-software-developers-and-business-development-executive-software-co-lko-globe-consultants-engineers-since-1992-lucknow-0-to-5-years-301222006850,0-5 Yrs,"1,50,000 - 3,50,000 PA.",['Lucknow'],"['Software Development', 'PHP', 'Business Development', 'Laravel', 'Python', 'marketing', 'development management', 'business development management']",software-developer,,119
Software Developer,Skanda Software Solutions,https://www.naukri.com/job-listings-software-developer-skanda-software-solutions-tirupati-0-to-3-years-300919501321,0-3 Yrs,Not disclosed,['Tirupati'],"['sql', 'stored procedures', 'wpf', 'mvvm', 'asp.net mvc', 'coding', 'troubleshooting', 'asp.net']",software-developer,,120
Software Developer,Adroit Solutions,https://www.naukri.com/job-listings-software-developer-adroit-solutionz-chennai-0-to-1-years-270320501416,0-1 Yrs,Not disclosed,['Chennai'],"['computer', 'software development', 'software', 'development', 'computer science', 'science']",software-developer,,121
Software Developer - Software Design Patterns,Huquo Consulting Pvt. Ltd,https://www.naukri.com/job-listings-software-developer-software-design-patterns-huquo-consulting-pvt-ltd-delhi-ncr-0-to-2-years-270123909540,0-2 Yrs,Not disclosed,['Delhi / NCR'],"['Software Development', 'python', 'user interface designing', 'ui', 'design patterns', 'software design and development', 'software', 'development']",software-developer,,122
Software Developer,Aimsoft,https://www.naukri.com/job-listings-software-developer-aimsoft-solutions-trivandrum-0-to-2-years-240418500593,0-2 Yrs,Not disclosed,['Trivandrum'],"['php', 'programming', 'object', 'oops', 'asp.net', 'software development', 'html', 'software']",software-developer,,123
Software Developer,Web Access,https://www.naukri.com/job-listings-software-developer-web-access-mumbai-all-areas-0-to-1-years-230123005232,0-1 Yrs,Not disclosed,['Mumbai (All Areas)'],"['Javascript', 'PHP', 'Python', 'mongodb', 'html', 'mvc', 'angularjs', 'node.js']",software-developer,,124
Embedded Software Developer - OEM Automobile Industry,Bhagat Hr Services,https://www.naukri.com/job-listings-embedded-software-developer-oem-automobile-industry-bhagat-hr-services-pune-0-to-1-years-160223010327,0-1 Yrs,"3,00,000 - 3,50,000 PA.",['Pune(Wagholi)'],"['Software Design Engineer', 'Embedded C', 'CAN', 'Firmware Development', 'Mcu', 'software design', 'embedded software', 'embedded software development']",software-developer,,125
